	PMID	title	abstract
53	9614173	Immunoisolation and characterization of a subdomain of the MeSHD004721 that concentrates MeSHD011506 involved in COPII vesicle biogenesis.	MeSHD012412 E1 MeSHD006023 normally complexes with E2 in the MeSHD004721 (ER) to MeSHD020478 a heterodimer that is transported to and retained in the MeSHD006056. In a previous study, we showed that in the absence of E2, unassembled E1 subunits accumulate in a tubular pre-Golgi compartment whose MeSHQ000033 and biochemical properties are distinct from both rough ER and Golgi. We hypothesized that this compartment corresponds to hypertrophied ER exit sites that have expanded in response to overexpression of E1. In the present study we constructed BHK MeSHD002477 stably expressing E1 MeSHD011506 containing a cytoplasmically disposed MeSHD000939 and isolated the pre-Golgi compartment from these MeSHD002477 by MeSHD002458 and immunoisolation. Double label MeSHD019084 in MeSHD002477 and MeSHD015151 of immunoisolated tubular networks revealed that MeSHD011506 involved in formation of ER-derived MeSHD022161, namely p58/ERGIC 53, Sec23p, and Sec13p, were concentrated in the E1-containing pre-Golgi compartment. Furthermore, budding structures were evident in these MeSHD008566 profiles, and a highly abundant but unknown 65-kDa MeSHD011506 was also present. By comparison, marker MeSHD011506 of the rough ER, Golgi, and MeSHD020755 vesicles were not enriched in these MeSHD008566. These results demonstrate that the composition of the tubular networks corresponds to that expected of ER exit sites. Accordingly, we propose the MeSHD009275 SEREC (smooth ER exit compartment) for this structure.
54	9454388	[Activity of the MeSHD004798 of MeSHD000431 and MeSHD000079 MeSHQ000378 in MeSHD051381 with varying initial MeSHD012680 to alcohol].	The experiments were carried out on MeSHD008297 MeSHD051381 with different MeSHD012680 to alcohol. To assess MeSHD012680 to MeSHD000431 effects, we have used MeSHD000431-induced MeSHD012890 MeSHD013995 and variations in rectal MeSHD013696 of alcohol-intoxicated MeSHD000818. Activity of MeSHD000426, MeSHC092153, MeSHD002374 and MeSHD000444 in the MeSHD008099 as well as MeSHD000431 and MeSHD000079 levels in the MeSHQ000097 were determined after alcohol intoxication (3.5 g/kg, i.p., 8 days). The MeSHQ000254 of alcohol tolerance was accompanied by induction of the MeSHC092153 in long-sleeping MeSHD051381 and in short-sleeping MeSHD051381 as well as by an increase in MeSHD000431 and MeSHD000079 levels in the MeSHQ000097.
55	9839869	Compartmentalization of Th1/Th2 MeSHD016207 responses to experimental MeSHD015011 MeSHD007239 in MeSHD002415.	MeSHD013047 MeSHD002415 were inoculated subcutaneously into the MeSHD004322 areas of the left auricular and popliteal MeSHD008198 with living MeSHD015011. MeSHD007249 was evident at the inoculation sites and the regional MeSHD008198 were palpably enlarged at 48 h post-MeSHD007239. MeSHD008198 enlargement was due to marked paracortical lymphoid MeSHD006965 and variable MeSHD009504 infiltrates. MeSHD015007 was cultured from the regional MeSHD008198 and/or MeSHD013154 of three of the six MeSHD002415, indicating systemic spread of MeSHQ000382. Specific T-helper 1 and 2 (Th1, Th2) MeSHD002477-associated MeSHD016207 MeSHD012333 levels were compared in regional MeSHD008198, MeSHD007963 (PBMC) and MeSHD013154 at 48 h post-inoculation. Relative to unstimulated MeSHQ000517 MeSHD014024, there was a significant increase in MeSHD014409, IFN-gamma, MeSHD018664, and MeSHD016753 MeSHD012333 in MeSHD013154 with MeSHD015536 of MeSHD015847. Significant MeSHD015854 of MeSHD014409 and MeSHD015536 of MeSHD015847 were also observed in PBMC. Paradoxically, 48 h stimulated MeSHD008198 showed only minimal differences in MeSHD016207 MeSHD012333 expression when compared to MeSHD008198 from mock-inoculated MeSHQ000517 MeSHD000818 or unchallenged contralateral MeSHD008198 from the same MeSHD000818. This study demonstrated that MeSHD002415, like MeSHD051379, respond to an intracellular pathogen such as Y pseudotuberculosis with a predominantly Th1-type MeSHD007109. The MeSHD016207 responses in regional MeSHD008198 and MeSHD013154 were asynchronous, while MeSHD016207 stimulation in MeSHD002477 of the MeSHD013154 was mirrored by PBMC.
56	11371348	MeSHD005680 itself promotes the developmental switch of neuronal GABAergic responses from excitation to inhibition.	MeSHD005680 is the main inhibitory MeSHD018377 in the MeSHD000328 MeSHD001921. Early in MeSHQ000254, however, GABAergic MeSHD009435 is excitatory and can exert widespread trophic effects. During the postnatal period, GABAergic responses undergo a switch from being excitatory to inhibitory. Here, we show that the switch is delayed by chronic blockade of MeSHD011963, and accelerated by increased MeSHD011963 activation. In contrast, blockade of glutamatergic MeSHQ000635 or MeSHD000200 has no effect. Furthermore, GABAergic activity modulated the MeSHD012333 levels of KCC2, a K(+)-Cl(-) MeSHD027981 whose expression correlates with the switch. Finally, we MeSHD058028 that MeSHD005680 can alter the properties of depolarization-induced Ca(2+) influx. Thus, MeSHD005680 acts as a MeSHD004532-limiting trophic factor during neural MeSHQ000254.
57	9631259	Fusion expression of MeSHD049452 and HCV MeSHD002213 antigene in MeSHD004926 MeSHD002477.	A chimeric MeSHD005796 of the MeSHD049452 (GFP) and MeSHD016174 (HCV) core antigene were constructed and expressed in E. coli MeSHD002477. The expressed fusion MeSHD011506 was examined by Dot-MeSHD004797 and MeSHD015153 and the three MeSHD000939 were detected. The GFP-Core fusion MeSHD011506 showed not only the striking green MeSHD005453 under natural MeSHD008027 but also the HCV antigenic activity. A new MeSHD008722 of MeSHD007159 is greatly anticipated in the MeSHD008027 of this fusion MeSHD011506 which can be seen as the HCV MeSHD000941 tagged with the MeSHD049452.
58	9990005	Receptor-induced MeSHD058105 of coatomer.	Coatomer, the coat MeSHD011506 complex of MeSHD020755 vesicles, is involved in the budding of these vesicles, but the underlying mechanism is unknown. Toward a better MeSHD032882 of this process, the interaction between coatomer and the cytoplasmic domain of a major transmembrane MeSHD011506 of MeSHD020755 vesicles, p23, was studied. Interaction of coatomer with this MeSHD000072417 results in a conformational change and MeSHD058105 of the complex MeSHD066298. This changed conformation also is observed in vivo, i.e., on the surface of authentic, isolated MeSHD020755 vesicles. An average of four MeSHD010455 was found associated with one coatomer complex after MeSHD058105. Based on these results, we propose a mechanism by which the induced conformational change of coatomer results in its MeSHD058105, and thus MeSHD004328 formation of the bud on the Golgi MeSHD008566 during biogenesis of a MeSHD020755 vesicle.
59	10655498	Toward a MeSHD060066 of the MeSHD004718: A comprehensive system to examine two-MeSHD002678 interactions in all possible combinations between the MeSHD005656.	"MeSHD011506-MeSHD011506 interactions MeSHD010988 pivotal MeSHD012380 in various aspects of the structural and functional MeSHD009938 of the MeSHD002477, and their complete description is indispensable to thorough MeSHD032882 of the MeSHD002477. As an approach toward this MeSHD006040, here we MeSHD058028 a comprehensive system to examine two-MeSHD002678 interactions in all of the possible combinations between MeSHD011506 of MeSHD012441. We cloned all of the MeSHD015003 MeSHD016366 individually as a MeSHD004247-binding domain fusion (""bait"") in a MATa MeSHD013180 and as an activation domain fusion (""prey"") in a MATalpha MeSHD013180, and subsequently divided them into pools, each containing 96 MeSHD002999. These bait and prey MeSHD002999 pools were systematically mated with each other, and the transformants were subjected to strict selection for the activation of three MeSHD017930 followed by sequence tagging. Our initial examination of approximately 4 x 10(6) different combinations, constituting approximately 10% of the total to be tested, has revealed 183 independent two-MeSHD002678 interactions, more than half of which are entirely novel. Notably, the obtained binary data allow us to extract more complex interaction networks, including the one that may explain a currently unsolved mechanism for the connection between distinct steps of vesicular transport. The approach described here thus MeSHD014836 provide many MeSHD007854 for integration of various cellular MeSHQ000502 and serve as a major driving force in the completion of the MeSHD060066."
60	11257031	MeSHD004247 transformation of MeSHD018314 axenic amastigotes and their MeSHQ000706 in MeSHD004353.	Protocols for MeSHD004247 MeSHD018274 in MeSHD007891 promastigote MeSHD002477 are well established. More recently, MeSHD066298 MeSHQ000208 of axenic MeSHD007891 amastigotes became possible. We have established conditions for MeSHD004247 transformation of axenically grown MeSHD018314 amastigotes. Parameters for MeSHD004247 MeSHD018274 of MeSHD007891 axenic amastigotes were systematically studied using MeSHD008156-mediated MeSHD014171 MeSHD014162. MeSHD002460 expressing stable MeSHD008156 activity were then selected, and their MeSHD001076 to be used in an MeSHD066298 MeSHD004353 MeSHD008722 was determined. A model was established, using axenic amastigotes expressing MeSHD008156 activity, for rapidly determining the activity of MeSHD004364 directly against both axenic and intracellular amastigotes. For intracellular amastigotes, the 50% effective concentrations of MeSHD010419, MeSHD000967 (MeSHD000967), MeSHD008536 (MeSHD000077485), and MeSHD011188 antimonyl MeSHC029768 determined with the MeSHD008156 MeSHQ000032 were 0.2 microM (0.12 microg/ml), 55 microg/ml, 95 microg/ml, and 0.12 microg/ml, respectively; these values are in agreement with values determined by more labor-intensive MeSHD013194 MeSHQ000379. We also showed the usefulness of MeSHD008156-expressing MeSHQ000469 for analyzing MeSHD004351. The availability of MeSHD008156-expressing amastigotes for MeSHQ000706 in MeSHD057166 should facilitate the search for new antileishmanial MeSHD004364.
61	11672589	MeSHD018817 (MeSHD018817; 'Ecstasy') suppresses MeSHD000941 specific IgG2a and IFN-gamma MeSHD004467.	"Methylenedioxymethiamphetamine (MeSHD018817; ""Ecstasy"") is a widely abused MeSHD000661 derivative. In the present study, we examined the effect of acute MeSHD018817 MeSHD009934 on an MeSHD000941 specific MeSHD007109. Responsiveness to an in vivo challenge with the soluble MeSHD011506 MeSHD000941 MeSHC032808 (KLH) was examined in MeSHD051381 following MeSHD018817 MeSHD009934 (2.5, 5 or 10 mg/kg; i.p.). KLH-specific MeSHD044967 MeSHD007075 concentrations were measured 7 days following challenge, and MeSHD044967 MeSHD007074 concentrations were measured 14 days following the KLH challenge. In addition, MeSHD000941-specific IFN-gamma and MeSHD015850 MeSHD004467 was measured in KLH-stimulated splenocytes. MeSHD018817 did not alter the KLH-specific MeSHD007075 response. In contrast, MeSHD018817 (5 and 10 mg/kg) provoked a significant suppression of KLH-specific MeSHD007074 MeSHD004467. Thus, MeSHD018817 MeSHD009934 did not alter the initial generation of the MeSHD000917 but rather inhibited MeSHD007132 switching from MeSHD007075 to MeSHD007074. Two pathways for the genetic switch from MeSHD007075 to MeSHD007074 MeSHD004467 were investigated. One pathway requires the Th(1) type MeSHD016207 IFN-gamma to stimulate MeSHD007075-secreting MeSHD002477 to switch to MeSHD007074(2a)-secreting MeSHD002477. Another pathway requires the Th(2) type MeSHD016207 MeSHD015847 and MeSHD015850 to stimulate MeSHD007075-secreting MeSHD002477 to switch to MeSHD007074(1)-secreting MeSHD002477. MeSHD007074(1) and MeSHD007074(2a) levels were measured to determine if these two pathways were differentially affected. The results indicate that only MeSHD007074(2a) levels were decreased following MeSHD018817 MeSHD009934. Furthermore, this decrease in MeSHD007074(2a) was accompanied by decreased KLH-specific IFN-gamma MeSHD004467 14 days post KLH MeSHD009934. In conclusion, these data indicate that MeSHD018817 alters the MeSHD001076 to switch from MeSHD007075 to MeSHD007074(2a) MeSHD004467, possibly by reducing IFN-gamma. Potential MeSHD006262 consequences for MeSHD018817 users are discussed."
62	14518291	[A new pathophysiologic concept in MeSHD050500: MeSHD014024 destruction induced via inflammatory mediators].	In the present study we analyzed the three MeSHD054467 MeSHD020033 MeSHD054467 type I (MeSHC415667-I), MeSHD054467 type II (MeSHD054501), MeSHD054467 type IV (MeSHD054513) in MeSHD050500 in comparison with normal MeSHD010179. MeSHC415667-I also named pancreatic MeSHD010740 is a digestive MeSHD004798 while MeSHD054501 and MeSHD054513 MeSHD010988 an important MeSHQ000502 in inflammatory reactions. In MeSHD050500 MeSHC415667-I MeSHD012333 expression was significantly reduced. In contrast, MeSHD054501 and MeSHD054513 MeSHD012333 were increased in 73% of the MeSHD050500 samples (MeSHD054501; 5.7-fold overexpressed; MeSHD054513:5.1-fold overexpressed; p < 0.05). By MeSHD017403 the highest expression signals were found in MeSHD050500 samples in areas with ductal MeSHD008679. MeSHD007150 of MeSHD054501 revealed also the strongest immunoreactivity in ductal MeSHD008679. Increased MeSHD054501 and MeSHD054513 MeSHD012333 levels were associated with a higher degree of MeSHD014024 destruction, ductal MeSHD008679 and degree of MeSHD005355. Our MeSHQ000175 indicate that MeSHD054501 and MeSHD054513 seems to MeSHD010988 a MeSHD012380 in the pathobiological alterations in MeSHD050500 and contribute to the morphological changes which occur in MeSHD050500.
63	10191111	Intracellular trafficking of the JNCL MeSHD011506 CLN3.	MeSHD009472 is a MeSHD016464 that MeSHQ000209 MeSHD014786, progressive MeSHD060825, and eventually MeSHD003643. A predominant 1.02-kb deletion as well as other MeSHD009154 have been described in the CLN3 MeSHD005796. Lacking significant identity with MeSHD011506 of known MeSHQ000502 and no overt targeting signals within the primary MeSHD000595, accurate predictions of the intracellular location and MeSHQ000502 could not be made. Further, recent conflicting MeSHD058028 identified CLN3 as either a lysosomal or a MeSHD024101. MeSHD014162 experiments using native and MeSHD000939-tagged fusion MeSHD011506 were evaluated to help delineate CLN3 localization. We confirmed by MeSHD007150 and MeSHD020126 MeSHQ000628 that NH2-terminal green MeSHD005453 MeSHD011506 (GFP)-CLN3 fusion MeSHD011506 were retained in the MeSHD006056, with no colocalization with mitochondrial markers. Anti-CLN3 MeSHD000906 directed against MeSHD000596 67-90 of CLN3 were generated and shown to be specific for a 50-kDa MeSHD011506 in MeSHD057809 and GFP-CLN3 in transfected MeSHD002477. However, MeSHD002477 transfected with nontagged CLN3 or carboxyl-terminal-tagged CLN3 were not immunoreactive with anti-CLN3 MeSHD000906, suggesting that normally, the amino terminus interacts with other molecules. Thus, tags on the NH2-terminus probably inhibited these interactions and MeSHD009068 of CLN3 from the Golgi to more distal compartments. Also, CLN3 tagged at the COOH-terminus with either GFP or FLAG MeSHD000939 were retained in the ER, indicating a MeSHD012380 for the COOH-terminus in trafficking. Taken together, these data confirm that CLN3 traffics through the ER and Golgi.
